SYMBOL	24888_1366Naive	24888_1369Naive	24888_1369DN	24888_1367DN	24888_1367Naive	24888_2189Naive	24888_2189DN	24888_2179Naive	24888_1368Naive	24888_2183Naive	24888_2183DN	24888_2185Naive	24888_2185DN	24888_1365DN	24888_1365Naive
RP11-63A2.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TEX28P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-858B6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM9B	2409	1911	2430	1510	2284	1580	2645	1681	1781	2267	1527	3065	2374	1985	2271
DRC7	0	10	0	0	0	0	0	0	0	3	1	5	0	0	0
AC093642.4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
METTL1	79	88	76	46	86	112	87	111	66	121	27	123	44	79	74
AC009133.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2NP1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
IGFBP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-111G20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF2S2P3	4	2	5	0	2	2	8	15	6	13	3	4	0	3	4
AC104651.2	3	0	0	0	1	0	0	0	2	0	0	0	1	0	1
SLC25A1P5	1	0	0	5	1	0	0	0	1	2	1	0	0	0	0
DPPA2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PSMC1P1	1	2	2	1	1	2	2	1	3	1	4	5	4	1	1
CTD-2554C21.2	4	31	1	0	4	1	7	4	20	43	10	0	3	8	3
RP11-231E4.5	10	19	15	5	15	17	5	20	18	17	21	40	12	15	7
RNU4-45P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-41P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XX-CR54.1	0	0	0	10	18	0	0	0	1	7	0	24	7	0	0
RP11-418J17.3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
PKP4	29	14	30	12	5	21	2	2	7	17	3	5	2	8	38
MTND2P31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5A1	7909	6297	9681	6487	6184	5599	11198	5620	5650	7237	6008	9463	7299	8323	8088
HCRT	3	2	0	1	5	5	1	4	3	2	2	5	3	4	2
FAM132A	14	0	5	1	2	0	0	6	0	1	6	3	1	4	3
SIGLEC10	1796	1015	1651	1638	1968	1205	1961	1471	1299	1311	1724	1894	1858	1473	1447
BNIP3P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA1	7	7	15	2	14	4	5	5	7	23	5	6	4	3	1
SOX4	386	148	276	233	398	341	369	309	209	359	209	471	236	108	388
MYZAP	88	51	13	7	75	28	10	26	66	70	10	67	7	27	152
TMEM209	1270	1066	1114	849	1247	846	1146	748	952	1237	930	1105	959	819	1031
RP11-552E4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-233P	0	1	0	0	0	2	0	0	0	2	1	0	0	0	1
RNU6-528P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-101E5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-680D5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASAL2	79	109	49	18	58	103	54	36	87	242	75	114	41	27	53
OR4K17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIN2	3677	3044	2609	1936	3327	2520	2975	2406	3326	3300	3052	3302	2633	2973	3939
RP11-962G15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-491F9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116609.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL28	3955	3095	3900	3048	2327	2452	4607	3790	3203	4105	2413	4063	3709	3710	4243
RNA5SP252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA7	16	36	10	0	4	31	1	1	10	35	35	47	11	15	37
KLHL30	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0
CLDN11	8	5	14	5	20	6	13	19	8	22	5	17	11	10	8
SPATA6	114	63	56	45	61	24	4	45	65	91	38	44	53	24	45
RP5-997D24.3	0	6	21	1	12	0	7	0	1	3	13	19	8	2	0
RP11-9J18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPTN-IT1	80	29	76	37	64	30	25	85	60	34	17	69	46	29	28
RP11-90D4.3	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0
CD300LD	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0
MAPRE2	4856	4010	3957	3046	4226	3347	3581	4072	3772	5041	3210	6346	3716	2540	4629
PCDHA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-734K21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIP2C	254	221	123	49	163	202	105	695	184	604	153	379	59	58	77
RP11-247A12.7	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0
CTD-2571L23.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-104P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP494	2	10	7	7	12	15	4	12	12	10	13	13	6	2	4
TXNDC17	349	305	477	231	243	265	526	247	287	302	248	536	379	350	411
AC093388.3	11	8	31	10	2	12	30	1	8	16	12	10	29	16	15
RN7SKP38	0	0	3	1	0	1	0	5	2	0	0	1	2	2	0
LCE3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-881L22.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4X2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TATDN3	973	859	921	519	873	882	959	716	798	914	489	1416	970	564	901
MSH5	3	2	0	1	0	1	1	1	2	0	0	4	0	4	2
LOXL2	28	18	44	30	35	41	20	9	33	33	55	47	16	43	39
RP11-707M1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF93	252	175	355	150	203	291	218	192	270	244	233	438	234	174	363
GATS	161	209	166	163	303	216	125	250	219	212	135	192	50	124	345
RP11-52J3.3	7	8	10	8	2	4	0	27	11	21	1	19	6	1	11
RP11-310E22.6	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
RP11-3J11.1	1	4	0	0	0	0	0	1	2	3	0	0	0	0	0
MIR5588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GS1-388B5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-407A16.5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
RNU6-122P	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0
RAPGEF4-AS1	2	0	0	0	2	0	0	1	0	0	0	0	0	1	0
DNAJB11	603	492	611	510	535	444	815	515	527	519	561	963	588	797	585
TMC3-AS1	14	4	11	7	4	14	11	19	14	18	8	5	11	6	7
MFF	2557	2013	1913	1677	2755	1900	2209	2064	2341	2845	1427	3619	2046	1988	2669
TSPYL4	534	555	624	403	680	533	541	569	553	744	543	821	378	547	665
RPL39P31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC37L1-AS1	16	21	15	20	13	10	24	33	29	40	28	38	16	18	19
C1orf111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC93B8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-52B19.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR6719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H12A	1107	525	710	844	1057	475	950	495	874	763	727	1508	977	744	739
SNW1	1616	1253	1530	1062	2009	1278	1615	1117	1308	1607	1331	2377	1440	1536	1454
RP11-644K8.1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0
RP1-187B23.1	0	1	5	0	0	4	0	0	2	0	3	0	4	0	0
RP3-461F17.3	20	16	6	19	13	27	16	12	8	17	13	14	9	14	11
RP11-114N19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC098826.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-569D19.5	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0
TMEM14A	197	152	311	256	161	99	388	144	166	228	212	275	333	334	154
UBL7-AS1	149	174	92	63	191	154	95	109	136	191	80	274	83	117	184
SEMG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-113P	0	0	1	1	2	2	0	0	2	6	0	1	1	1	0
RP11-261B23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-420L9.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RP11-280G9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB2	16	212	119	30	162	223	182	61	53	67	79	223	170	74	162
DMRTC1B	3	0	0	1	1	0	1	0	1	1	0	5	2	0	0
RAB4B-EGLN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01024	56	39	91	44	38	48	34	25	46	30	13	136	29	53	27
RNU11-6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF18BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5BB1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2510F5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM35B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN1	18	51	36	21	36	17	11	36	44	76	29	67	33	31	31
RP11-455O6.5	10	16	0	9	8	1	3	7	18	17	0	0	10	0	12
CDKN2AIP	998	741	1014	702	1109	851	1171	789	917	1095	580	1044	876	1169	1354
RNU6-413P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-154J13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP1LC3BP1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
RP11-665C16.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCC1	1430	1012	1300	1044	729	1117	1054	916	831	1062	901	1930	1162	941	1126
KRT8P15	2	1	1	3	3	0	1	14	5	0	6	0	0	1	0
RP11-458D21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bP-2168N6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC15A3	201	199	248	141	186	122	188	225	131	198	165	287	297	215	155
RP5-1106H14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-431G16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01484	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
AC007879.7	9	5	2	2	5	5	7	2	5	2	3	19	9	8	11
RP11-457I16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-23J9.5	60	27	51	28	36	73	32	26	47	78	48	80	35	36	51
RPEP1	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0
CTTNBP2NL	23	29	48	1	0	67	20	0	36	142	64	203	98	39	41
RP3-483K16.4	9	1	1	2	6	0	2	1	2	0	0	0	0	7	0
LINC01116	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-116N8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1089P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL396P	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-375O18.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YTHDF2	3140	2724	3138	2226	3247	2301	3167	2357	2366	2743	2618	4143	2935	2598	2672
CTD-2287O16.4	0	0	1	4	0	7	0	0	0	0	3	1	0	0	0
GJA1P1	0	4	7	0	0	6	4	0	4	7	0	11	0	7	0
PPP1R37	131	57	113	79	181	89	80	85	70	93	98	186	68	80	115
EEPD1	0	0	13	7	13	2	61	0	3	0	9	4	89	44	7
SLC25A5P5	3	1	2	1	5	0	0	5	1	0	1	0	0	0	2
OVCA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-799B12.1	9	14	24	11	12	9	10	4	8	8	10	25	10	10	14
C10orf82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-510M2.5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AC104654.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEB3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL546P	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MYCT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUTM2D	3	1	0	1	1	1	2	1	0	3	0	12	1	1	0
RP11-319G6.1	31	49	62	29	51	42	74	36	47	62	38	34	20	37	50
RP11-268G13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLL3	5	6	18	26	10	9	13	8	21	14	11	12	30	31	22
RP11-62I21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNT2-AS1	26	18	12	18	9	17	11	12	19	34	10	28	16	14	14
MIR6820	96	110	86	76	62	146	46	66	80	163	65	93	69	25	49
NXNP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM263	1166	891	795	417	893	820	906	450	825	1089	477	1958	843	621	1433
CTB-12A17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-101K23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC144568.4	2	0	0	0	2	2	0	0	1	0	1	0	0	3	3
TUG1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROPN1L-AS1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2377O17.1	3	7	1	0	0	1	0	1	2	2	1	2	1	0	0
MAGED2	1857	1636	2002	1373	2158	1590	2250	1226	1611	1999	1307	2675	1874	1683	1559
NMUR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-74D7.3	3	0	6	1	0	0	0	0	1	0	1	0	0	0	0
RP11-18O11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-433J8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-248G5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL624P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC3	32	44	10	35	41	24	13	49	47	46	23	70	52	24	5
CTD-2081C10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM231D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-797A18.5	108	74	75	57	93	77	47	135	170	103	92	104	46	34	59
MGAT4B	712	438	671	537	835	406	744	431	422	434	576	925	664	638	568
RP11-541F9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091177.1	10	14	6	9	21	8	7	12	8	16	16	11	18	5	1
RP11-151G12.2	0	0	1	0	0	0	0	0	4	9	6	0	0	0	1
RP11-79C6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-122G18.9	3	9	0	0	0	1	3	2	0	0	0	1	0	3	4
RNU6-166P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-166N6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLIG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL50	664	585	769	374	427	673	744	402	367	587	297	854	700	597	593
CHST12	741	522	650	331	570	485	585	1038	444	867	736	1747	1203	770	700
RP11-776A13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD2	932	1108	1860	1623	1568	538	849	900	938	1425	830	1920	1199	1517	1178
NANS	245	169	268	150	211	167	294	223	126	264	229	262	212	308	160
AGGF1P1	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0
AC102948.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNOT3	401	315	351	246	537	352	402	277	287	337	340	666	333	381	347
MARK2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYR61	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
GRM2	15	0	23	18	4	0	3	8	36	8	3	6	0	2	3
RP11-2G1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6762	2	0	0	0	0	2	0	0	0	1	0	1	0	0	2
RP11-111M22.5	1	3	0	0	0	0	2	1	0	4	0	0	0	0	0
RP11-217E22.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND4P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL447P	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RPL23AP69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-46A10.8	1	2	0	3	4	2	2	2	0	1	0	0	0	3	2
AC006486.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005740.4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
RP11-567J20.3	0	0	0	6	6	0	4	0	0	0	1	0	1	2	2
FAM13B	2755	2027	2640	1843	2024	2150	2110	2025	2330	2971	1700	2852	2344	1581	2328
ASIC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRBV5-4	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0
CTD-2666L21.1	9	25	15	13	13	8	9	15	30	18	6	15	7	3	7
PGP	514	358	465	319	461	349	342	311	408	403	346	597	345	511	516
RP11-203H2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP2F1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
GSTCD	110	102	203	101	80	84	83	134	160	175	70	220	77	187	200
RP11-132A1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF5C	109	54	165	39	56	49	77	95	68	90	74	216	156	114	24
RP11-449H3.1	2	0	4	1	11	6	0	3	2	3	3	16	4	1	1
IGHVII-60-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA2	557	500	782	489	535	490	728	515	462	602	489	770	630	668	762
RP11-434H14.1	15	13	37	5	23	24	3	36	18	40	28	43	10	6	28
CTC-490E21.14	10	10	18	11	5	10	9	13	9	6	5	10	5	5	8
AC002117.1	32	30	16	30	35	23	28	40	47	44	30	55	17	26	20
PCDH9-AS2	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1
CPB2-AS1	3	4	1	5	7	0	2	0	5	6	0	11	2	3	2
LIG4	439	513	413	334	487	510	508	357	383	457	243	715	426	276	329
MGAT4D	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR1285-1	1	0	1	1	0	3	0	11	1	0	1	2	0	1	3
YPEL3	3027	2214	3252	2242	2958	1765	3060	2639	2377	2761	2744	3425	2482	3141	3407
MIR760	4	2	1	0	3	0	3	3	3	1	4	1	2	4	0
RNA5SP437	2	1	0	3	0	0	0	4	0	2	1	1	2	0	0
RP11-252K23.2	2	3	0	1	4	7	3	6	2	3	2	3	4	0	0
CTD-3113P16.11	1	0	0	1	5	1	1	0	0	0	2	5	2	0	0
RN7SL492P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAS	15	31	608	451	32	24	613	38	29	75	571	320	559	569	32
RP11-152C17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTCO1P29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPCP13	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
CPA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01451	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
IGKV1D-32	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PHLPP2	956	811	802	473	687	545	582	529	694	669	529	728	656	511	1041
SLC9A3R2	1	0	8	5	8	6	11	7	2	2	11	4	6	5	3
ZNF551	494	352	422	336	474	539	386	393	463	580	320	560	459	241	457
MIR548W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCUN1D1	933	712	838	498	707	482	700	664	565	800	524	867	662	618	763
FRG1KP	0	1	6	1	0	2	3	0	0	0	0	1	2	5	1
MME-AS1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
SBSN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-222N13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS11P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2371O3.3	24	40	15	32	32	14	30	30	36	58	10	64	18	41	46
RARRES2P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-250I14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-468K18.5	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
KLF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTENP1	2	4	1	5	1	2	1	1	0	2	0	2	2	3	0
RP11-485B17.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMG3-AS1	296	263	547	151	301	178	163	357	208	331	202	445	279	278	111
LINC01213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-439I14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073610.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS2P32	48	28	50	24	54	18	45	40	57	63	45	83	54	26	36
PPT1	2884	1957	2496	1675	2529	1780	2360	2062	1991	2640	1544	2874	1594	2063	2375
AC079781.5	6	1	1	1	4	1	4	2	2	4	0	1	0	3	1
TMEM91	36	43	34	13	34	22	30	17	28	46	27	54	15	10	26
RP11-208N14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K7	1527	1045	1563	1022	1686	1467	1538	1039	1275	1551	945	1847	1226	1291	1157
RP11-130C19.3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
LINC01564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMC1	1443	925	1187	833	1085	958	1072	1078	1142	1155	904	1475	789	1028	1352
RNU1-88P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD26	310	433	393	182	254	249	276	317	335	446	182	342	224	298	279
MIR548M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-54C4.3	56	56	102	58	68	74	89	24	89	82	37	83	65	61	40
CTC-444N24.9	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
RN7SL681P	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3
SAMM50P1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
KHDC1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR320D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMG7-AS1	3	7	6	9	7	1	3	5	4	10	1	10	5	3	11
AP000770.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODAL	2	2	0	3	0	4	3	5	0	0	5	7	4	11	4
H19_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1024C24.1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
RNA5SP150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMX1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
HYPK	72	39	29	21	21	48	25	30	63	82	37	64	36	30	41
ERVK3-1	216	223	244	149	172	166	196	206	171	210	130	217	125	179	230
PRUNE1	952	982	914	701	1012	686	890	561	903	837	732	1307	906	854	1131
RP11-395L14.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR87	3	2	0	2	0	3	2	1	1	1	20	0	0	1	0
RGMB	112	84	98	79	128	80	87	126	90	115	98	225	74	81	68
CDC20	10	7	77	1	4	2	70	5	17	3	99	11	60	92	8
MT-TH	0	1	2	1	0	1	2	1	0	0	1	1	1	1	1
DKFZp779M0652	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
CLDN20	5	7	1	2	1	4	2	1	0	5	0	6	5	0	5
EBF3	0	5	2	0	1	0	0	0	8	9	0	0	0	0	0
IGHV3-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM90A19P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A1	0	0	0	0	0	0	0	1	0	0	0	1	0	12	8
CSPG5	0	1	0	0	0	0	6	0	1	0	2	2	0	0	0
CTB-52I2.4	7	3	1	4	1	6	7	1	3	2	1	3	3	0	1
TMEM186	245	205	241	123	164	194	242	137	175	253	154	173	125	185	258
MED28P3	6	0	8	1	0	7	0	1	2	7	6	1	2	5	5
TIMM8BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF740	340	187	435	224	297	286	325	236	276	332	224	379	233	224	347
OR7E15P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-344N17.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKFY1	1617	1295	2008	1429	1288	1568	1452	1327	1364	2056	1541	1902	1659	1520	1334
RNA5SP505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF280B	6	1	4	16	4	2	2	9	4	6	6	5	7	12	13
RN7SL186P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLEU1	142	95	109	113	150	97	105	151	135	150	53	145	73	129	236
PPEF1-AS1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LILRA2	4	1	2	2	8	5	1	0	3	4	4	0	3	0	3
TTC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1	177	257	316	172	366	108	134	75	132	324	104	205	113	189	208
MIR499B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICA	19	26	15	42	37	34	27	23	28	16	8	23	30	42	51
RP11-955H22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL36AP48	0	2	2	1	5	1	4	3	2	2	2	5	0	0	2
RP11-90E5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN4	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0
RNF19A	1732	1697	2337	1520	1742	1754	1977	2151	1554	2259	1474	3620	2116	1908	1724
GS1-466O4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPLP0	14260	11035	12039	8216	6974	8173	13075	15227	10378	14474	6550	10542	8091	11762	13707
RP11-1277A3.1	103	106	93	81	151	104	101	121	101	174	79	202	52	102	126
CD160	11	11	9	7	8	9	9	5	4	31	4	36	6	21	34
SLC6A1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-33-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTMR1	2899	2091	2405	1777	2946	2159	2298	2729	2218	2523	2143	3583	1631	2091	2481
MIR2052HG	5	2	0	0	0	0	1	0	0	2	0	0	0	0	0
BOLA3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00410	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MIR8054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2314B22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-395P13.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
